African,European,Asian,name
0,0,0,Nia Long
0,1,1,Kitty Dukakis
0,1,0,John B. Gordon
0,1,0,Michael Chiklis
0,1,0,Billy Evans
0,1,0,Donald Tresidder
0,0,1,James Jean
0,1,0,John D. Fitzgerald
0,1,0,Ivan Doroschuk
0,1,0,Jim Kaat
0,1,0,Tom Carapic
0,1,0,Humberto Sousa Medeiros
0,1,0,Myron Floren
1,0,0,De'voreaux White
0,0,1,Kal Penn
0,1,0,Kevin Youkilis
0,1,0,Alex Karras
0,1,0,Oliver Belmont
0,1,1,Tamara Toumanova
0,1,0,Russell M. Nelson
0,1,0,Thomas Gilovich
0,1,0,Paul Slovic
0,1,0,Ann Curry
0,1,1,Donald Newhouse
0,0,0,Tino Martinez
0,0,0,Mufi Hannemann
0,1,0,Santos Ortega
0,1,0,Keith Carradine
0,0,1,Tod H. Mikuriya
0,1,0,Tedy Bruschi
0,0,0,Larry Tee
0,1,1,Bea Benaderet
0,1,0,Joan Ganz Cooney
0,1,0,Bill Dvorak
0,1,1,Frank De Lima
0,1,0,Joe Mauer
0,1,0,Donald Kagan
0,1,0,Eva Longoria
0,1,0,Joseph Rucker Lamar
0,1,0,Barbara Hershey
0,0,1,Salem Chalabi
0,1,0,John Dufresne
0,1,0,Steven Adler
0,0,0,Roland Martin
0,1,0,David Berg
0,1,0,Eva LaRue
0,1,0,Pierce Butler
0,0,0,Vanna White
0,1,0,Eva Amurri
0,1,1,Serge Chaloff
0,1,1,Robert Bootzin
0,1,0,John Melendez
0,1,0,Ken Salazar
0,0,1,Android Lust
0,1,0,Alexi Lalas
0,1,1,William Gibson
0,0,0,Roselyn Sánchez
1,0,1,Ibram Lassaw
0,1,0,Elmer Bischoff
1,0,1,Sarah Lewitinn
0,1,0,Bruce Bawer
0,1,0,Frank Bello
0,1,0,José Sarria
0,0,1,Geoff Johns
0,0,0,Derek Luke
0,1,0,Charlie Ergen
0,1,0,Donald Bren
0,1,0,John Popper
0,1,0,Walter Slezak
0,0,0,Eric Garcia
0,1,0,Bebe Buell
0,1,0,Ed Begley Jr.
0,0,1,May Pang
0,0,0,Tiaina Baul Seau
1,0,0,Tammin Sursok
0,1,0,Béla Károlyi
0,1,0,Sidney Fox
0,0,1,Amy Chow
0,1,0,Robby Ginepri
0,1,0,Walter C. Alvarez
0,1,0,Valeri Bure
0,1,0,David Baldacci
0,0,0,Maven Klint Huffman
0,1,0,Samuel T. Cohen
0,1,0,Robert Dale Owen
0,0,1,Bapsi Sidhwa
0,0,0,Victor S. K. Houston
0,0,0,William Paul Jarrett
0,1,0,Frederick Cook
0,1,0,Paul Konerko
0,1,0,Dominique Moceanu
0,1,0,Raymond Loewy
0,1,0,Thomas Adams
0,0,0,Elon Musk
0,1,0,William Blum
0,1,0,Henry Janeway Hardenbergh
0,1,1,James Gray
0,1,0,John Hessin Clarke
0,1,0,Henry Baldwin
0,1,1,Harry Cohn
0,1,0,Irving Caesar
0,1,1,Charles Kushner
0,1,0,Sara Evans
0,1,0,Frederick Kagan
0,1,0,Robert Kagan
0,0,1,Lue Gim Gong
0,1,1,Mohini Bhardwaj
0,1,0,Carolina Barco
0,1,0,George Lerner
0,1,0,C. H. Greenblatt
0,1,0,Matt Bomer
0,1,0,Shelby Foote
0,0,0,Mike Gabbard
0,1,0,Cornplanter
1,0,1,Shiri Appleby
0,0,1,Jay Chandrasekhar
0,1,0,Al Leiter
0,0,0,Thomas Rolfe
0,1,0,Ana Gasteyer
0,0,0,Mary MacLane
0,1,0,Amy Poehler
0,0,0,Brandon Cruz
0,1,1,Frances Fisher
0,1,0,Bob Homme
1,1,0,Héctor Elizondo
0,1,0,Diedrich Bader
0,0,1,Johnny Chan
0,1,0,Brandon Flowers
0,1,0,Brandon Inge
0,0,0,Felipe López
0,1,0,Josephine Earp
0,1,0,Cissy Houston
0,0,1,Nouriel Roubini
0,0,1,Dan Lin
0,1,1,Avery Fisher
0,1,0,Chic Hecht
0,1,0,Isadore Blumenfeld
0,1,0,Danny Heifetz
0,1,1,Steve Bing
0,1,0,Tom Snyder
0,1,0,Rudolph Schindler
0,1,0,Teena Marie
0,0,0,Devendra Banhart
0,0,0,Marcelo Balboa
0,1,0,John Moisant
0,1,1,Broncho Billy Anderson
0,1,1,Gary Ackerman
0,0,0,Lyle Menéndez
0,0,0,Erik Menéndez
0,1,0,Mark Kozelek
0,1,0,Zooey Deschanel
0,1,0,Nick Altrock
0,1,0,Caleb Deschanel
0,1,0,Laura Branigan
0,1,0,Francis Ouimet
0,1,1,Eve Arnold
0,1,0,Laura Ingraham
0,1,1,Abraham Foxman
0,1,0,Nick Bakay
0,1,0,Dwight Morrow
0,0,0,Ross Macdonald
0,1,0,Edward Lloyd
0,1,0,Arthemus Ward Acord
0,1,1,Irwin Allen
0,0,0,Ryan Cabrera
0,1,0,Thom Hartmann
0,0,0,David Moscow
0,0,1,Chien-Chi Chang
0,1,0,Robert Conrad
1,1,0,Alberto Rivera
0,1,0,Melinda Culea
0,1,0,John Culberson
0,1,0,Thomas R. Bard
0,1,0,George P. Bush
0,1,0,Donald McNeill Fairfax
0,1,0,Ralph S. Locher
0,1,0,Edward J. Blythin
0,1,0,Annie Duke
0,0,1,James Kim
0,0,0,Bertha Hirsch Baruch
0,1,0,Robby Takac
0,1,0,Art Buchwald
0,1,0,Nestor Chylak
0,1,0,Alan Bible
0,1,0,Eric Margolis
0,1,0,Edwin C. Johnson
1,1,0,David Levy Yulee
0,1,0,Egil Krogh
0,1,0,Martin Davis
0,1,0,Angie Harmon
0,0,1,Joe Robbie
0,1,1,Erika Harold
0,1,0,John Oates
0,0,1,Edgar Buell
0,1,0,Gabrielle Anwar
0,1,1,Raya Dunayevskaya
0,1,1,Aaron Eckhart
1,0,0,India Arie
0,1,0,Rachel Ames
0,0,1,Mary Rose Oakar
0,1,0,Sidney R. Yates
0,1,0,Karch Kiraly
0,1,0,Richard Butler
0,0,1,Ananda Krishnan
0,1,0,Alice Brown Davis
0,1,0,Neil Cavuto
0,1,0,Richard Blumenthal
0,1,0,Tim Dunigan
0,0,0,Tahnee Welch
0,1,0,Thomas ap Catesby Jones
0,1,0,George Barris
0,1,0,Peter King
0,1,0,MacKinlay Kantor
0,1,0,George Barris
0,0,0,Lazaro Mendez
0,1,0,Matthias Koehl
0,1,0,Kenny Hulshof
0,0,0,Virgil Hill
0,1,0,Bob Brady
0,0,0,Michael C. Burgess
0,0,1,Kurt Huang
0,0,1,Arun Sarin
0,1,0,Christopher G. Kennedy
0,1,0,Douglas Harriman Kennedy
0,1,1,Eliot Engel
0,0,0,Bridget Powers
0,1,1,Ilyas Akhmadov
0,1,1,Adam Arkin
0,1,0,Joe Crowley
0,1,0,January Jones
0,1,0,Greg Berlanti
0,1,0,Moshe Arens
0,1,0,Johnny Antonelli
0,1,0,Paul Shenar
0,0,1,Sylvia Nasar
0,0,1,Vijay S. Pande
0,1,0,Emily Deschanel
1,0,0,Martin Delany
0,1,0,Gérard Louis-Dreyfus
0,1,0,Leon Bibel
0,1,0,Stanley Cortez
0,1,0,Joanna Noëlle Levesque
0,1,0,Diana Canova
0,1,0,Sonny Callahan
0,1,0,Robert Berdella
0,0,0,Juliette Powell
0,1,1,Victor A. Vyssotsky
0,1,0,Edward Boland
0,0,0,John and Edith Kilbuck
0,1,0,Gene Amondson
0,1,0,John Romeyn Brodhead
0,1,0,Eli M. Black
0,1,0,Walt Dropo
0,1,0,Ted Cassidy
0,1,0,Mary Joe Fernández
0,1,0,Paige O'Hara
0,1,0,Tom Bergeron
0,1,0,Robert Rogers
0,0,1,Scotty Nguyen
0,0,0,José Szapocznik
0,1,0,Henry G. Davis
0,1,0,Charles L. McNary
0,1,1,Jane Barnell
0,0,1,Sam Farha
0,0,0,Jordana Brewster
0,0,0,Kevin E. Trenberth
0,1,0,Road Warrior Animal
0,0,1,Hamid Dastmalchi
0,1,0,Janet Jagan
0,1,0,Elford Albin Cederberg
0,1,0,Michael A. Bilandic
0,1,0,Bill Hybels
0,1,0,Clancy Brown
0,1,0,Adolph Baller
0,1,1,Lenny Krayzelburg
0,0,1,Jocelyn Enriquez
0,0,1,Sammie Abbott
0,1,0,Emilie de Ravin
0,1,1,Isaac Guillory
0,1,0,Peter Sarsgaard
0,1,0,Waino Hendrickson
0,1,0,Mike Stepovich
0,1,0,Anthony Mann
0,0,1,Nancy Kwan
0,1,0,Tommy Ramone
0,1,0,Max Abramovitz
0,1,0,Louis J. Mordell
0,1,0,Leah Remini
0,1,1,Anatol Rapoport
0,1,0,Sam Gross
0,1,0,Bob Martinez
0,1,0,Rebecca Gayheart
0,0,0,Solofa Fatu Jr.
0,1,0,Melissa Bean
0,0,0,Brandon Silvestry
0,0,0,Nuufolau Joel Seanoa
0,1,0,Beau Bridges
0,1,0,Travis Barker
0,0,0,Piri Thomas
0,1,0,Jeff Corwin
0,1,1,Jay Sekulow
0,1,0,Matt Besser
0,1,0,Dolores Costello
0,1,1,Irvin Kershner
0,1,1,Samuel Z. Arkoff
0,1,1,Marvin Mitchelson
0,1,1,Arnold Beichman
0,1,0,Chris Bell
0,0,1,Yaser Esam Hamdi
0,0,0,Clark Johnson
0,1,0,Richard Patrick
0,0,0,John Thune
0,1,0,Red Holzman
0,1,0,Paul Dirmeikis
0,1,0,Jennifer Ehle
0,1,0,Bill Tytla
0,1,0,Buzz Arlett
0,1,0,Fernando C. Beaman
0,0,0,Joana Prado
0,1,0,Farrelly brothers
0,1,0,Eustace Mullins
0,1,0,Milton Glaser
0,1,0,Elizabeth Vargas
0,1,0,Predrag Radosavljević
0,1,0,Gerald Anthony
0,1,0,Steve Perry
0,1,1,Nikolai Fraiture
1,0,0,Obi Ndefo
0,1,0,Sasha Alexander
0,0,0,Amanda Plummer
0,1,0,John B. Bennett
0,1,0,Arthur M. Schlesinger Jr.
0,1,0,Samaire Armstrong
0,1,1,Fred Agabashian
0,0,1,Elizabeth Shin
0,1,1,Paul Baran
0,1,0,Anastacia Lyn Newkirk
0,1,0,Ross Alexander
0,1,0,Marvin Davis
0,0,0,Joseph M. Acaba
0,0,0,Susan Moonsie
0,0,0,Deroy Murdock
0,1,0,Amitai Etzioni
0,1,1,David Pall
0,1,0,Amanda Seyfried
0,1,0,Lenny Dykstra
0,0,0,Rob Mariano
0,1,0,Charles Chiniquy
0,1,0,Mary Lynn Rajskub
0,1,0,Ron Blomberg
0,1,0,Paul Poberezny
0,1,0,Matt Salmon
0,1,0,Ruth Buzzi
0,1,0,Mark Attanasio
0,1,0,Scott Caan
0,1,1,Nick Sagan
0,1,0,Peter Diamandis
0,0,0,Irving Harris
0,0,1,France Nuyen
0,1,0,Lauren Ambrose
0,1,0,André Heinz
0,1,0,Ira Rennert
0,1,0,Erik Lindbergh
0,1,1,George Ouzounian
0,1,0,Maggie Grace
0,0,0,Jorge Garcia
0,0,0,Inger Miller
0,1,0,Lord Buckley
1,0,0,Dorothy Height
0,1,0,Arthur Lehman Goodhart
0,0,0,Brian Ching
0,0,1,Farnaz Fassihi
0,1,0,Guido Calabresi
0,1,0,Andrew Koenig
0,1,1,Norman Fell
0,1,0,Bobo Olson
0,1,0,Thomas Jane
0,1,0,Paul Caligiuri
0,1,1,Michael Erush
0,1,1,Harry Golden
0,1,0,Peter Vermes
0,1,0,Dick Enberg
0,1,0,Edward Zander
0,1,0,Moishe Oysher
0,1,0,George Q. Cannon
0,1,0,Raj Bhakta
0,1,0,Cedric Bixler-Zavala
0,0,0,Quinn Martin
0,1,1,Mike Connors
0,1,0,Larsen Jensen
0,1,0,Sherilyn Fenn
0,1,1,Sasha Cohen
0,0,0,Noah Baumbach
0,1,1,Raymond Damadian
0,1,0,Kitty Harris
0,1,1,Harry Daghlian
0,0,1,Peter Chen
0,1,0,Otto F. Kernberg
0,0,0,Gwen Ifill
0,1,0,Jack Levine
0,1,0,Peter Agre
0,1,1,Tony Fadell
0,1,0,Frank Darabont
0,1,0,Sylvia Sidney
0,1,0,Peter Cetera
0,0,1,Yogi Bhajan
0,1,0,Michael Andretti
0,1,0,Kyle Beckerman
0,0,1,Bawa Muhaiyaddeen
0,1,0,Charles Simic
0,1,0,Curtis Armstrong
0,1,0,Aris Brimanis
0,1,0,Arlene Dahl
0,1,1,Scott Camil
0,1,0,Alexander Bruce Bielaski
0,1,0,Geoffrey Lewis
0,1,0,Gary Fencik
0,1,1,Lanny Poffo
0,1,0,Bret Michaels
0,1,1,Samuel Fuller
0,1,0,Max Baer Jr.
0,1,0,Kirk Alyn
0,1,0,Keenan Wynn
0,1,0,Ivana Trump
0,1,0,Don Gorske
0,0,1,Vida Samadzai
0,1,0,Alexander Bielaski
0,1,0,David E. Lilienthal
0,1,0,Joe Theismann
0,1,0,William E. Dannemeyer
0,1,0,Manfred Sakel
0,1,0,Ron Jaworski
0,1,0,Mark Kac
0,1,1,Virginia Vestoff
1,0,0,Anthony Anderson
0,1,0,Edward L. Ferman
0,1,0,Glenn Reynolds
0,1,0,Tony Goldwyn
0,1,0,Moon Mullican
0,1,0,Rocky Anderson
0,1,0,Bobby Vinton
0,0,0,Gerald McRaney
0,1,1,Andranik Eskandarian
0,1,0,Eric Carle
0,1,0,Malcolm Glazer
0,1,0,Lisa Kennedy Montgomery
0,0,1,Padma Lakshmi
0,1,1,Paul Avrich
0,1,0,Ashley Grace Pérez
0,1,0,Leonard Bahr
0,1,0,Valdimer Orlando Key Jr.
0,1,0,Sylvester Q. Cannon
0,1,0,Felix Adler
0,1,0,Bob Haas
0,1,0,Eddie Carmel
0,0,0,Leigh Diffey
0,1,1,Barry Commoner
0,1,0,Frank Silva
0,1,0,Joshua Humphreys
0,0,0,Daniel Petrie Jr.
0,1,1,Linda Pritzker
0,0,0,Immortal Technique
0,0,0,Norman Maclean
0,1,0,Gus Kartes
0,1,0,Mark Pellington
0,1,0,John George Vlazny
0,1,0,William Zorach
0,0,0,Elvis Crespo
0,1,0,Rudolf Dreikurs
0,0,1,Naveen Andrews
0,1,0,Jon Gruden
0,1,0,Jasmine Guy
0,1,0,Kevin Gryboski
0,0,1,Dhan Gopal Mukerji
0,1,0,Rita Wilson
0,1,0,Ted Sorensen
0,1,0,Brannon Braga
0,0,1,Garrett Wang
0,0,0,Tippy Martinez
0,1,0,Quentin Roosevelt
0,1,0,Jeff Hostetler
1,1,0,Sienna Miller
0,1,0,John Havlicek
0,1,0,Carl Panzram
0,1,0,William Crawford
0,0,0,Jerry Holland
0,1,1,Mitchell Feigenbaum
0,1,0,Mitchell Froom
0,1,0,Curly Howard
0,1,0,Bob Lutz
0,1,0,William Ernest Hocking
0,1,0,Teddy Atlas
0,1,0,Jacob Brown
0,1,0,Kevin Rutmanis
0,1,0,Malcolm Margolin
0,1,0,Joseph Alioto
1,0,0,Nick Valensi
0,1,0,Peter Vidmar
0,0,0,Ana Mendieta
0,1,0,Henry Wirz
0,1,0,Robert Laxalt
0,0,0,Ray Comfort
0,0,1,John Zogby
0,1,0,Tony La Russa
1,0,0,Raphael Saadiq
0,0,1,Pulickel Ajayan
0,1,0,Elliott Erwitt
0,1,0,David Bergland
0,1,0,Lillian Asplund
0,1,0,Rudy Tomjanovich
0,1,0,Joel Siegel
0,1,0,Jovan Kirovski
1,1,1,Katherine Dunham
0,1,0,Dik Browne
0,0,1,Terence Tao
0,1,0,Arthur M. Schlesinger Sr.
0,1,0,Joseph A. Unanue
0,1,0,Ante Razov
0,1,0,David Ives
0,1,0,Art Arfons
0,1,0,Jani Lane
0,1,0,Ben Olsen
0,1,0,Douglas Kenney
0,1,0,Frankie Hejduk
0,1,0,Nick Buoniconti
0,1,0,Blake Bashoff
0,1,0,Donald Lambro
0,0,1,Lâm Quang Thi
0,1,0,Robert R. McCormick
0,1,1,Walter Afanasieff
0,1,0,Kevin Ambler
0,1,0,Bert Patenaude
0,1,0,Jean Doumanian
0,1,0,Edward Kienholz
0,1,1,Joely Fisher
0,1,0,Bobby Vee
0,1,0,William Parker Foulke
0,0,0,Tico Torres
0,1,0,Ethel Lynn Beers
0,1,1,Mitch Daniels
1,0,1,Nonie Darwish
0,1,0,Alison Eastwood
0,1,0,Jonathan Meredith
0,0,1,Bobby Jindal
0,1,0,John Butler
0,1,0,Richard Hongisto
1,0,1,Khigh Dhiegh
0,1,0,Earle Nelson
0,1,0,Victor Papanek
0,1,0,Leona Helmsley
0,1,0,Joe DeRita
0,1,0,Sonny Barger
0,1,0,Byron Janis
0,1,0,Ian Hornak
0,1,0,Warren Oates
0,1,0,Van Johnson
0,1,0,Walter Kaufmann
0,0,0,John C. Lane
0,1,0,Tim Couch
0,0,0,Edson Buddle
0,1,0,Matt Lauer
0,0,0,Antonio Fargas
0,1,0,Levi Leiter
0,1,0,Kevin McHale
0,1,0,Colin Hanks
0,1,0,Nick Clooney
0,1,0,Allyson Schwartz
0,1,0,John Spencer
0,1,0,George Friedman
0,1,0,Ronan Farrow
0,1,0,Ben Shapiro
0,1,0,Daisy Fuentes
0,0,1,Catherine Keener
0,1,0,Jim Martin
0,1,0,John Morton
0,1,0,George Abernethy
1,0,0,Graham Spanier
0,1,0,Mariel Zagunis
1,0,0,Adewale Ogunleye
0,1,0,Jeannette Thurber
0,0,0,Nick McDonell
0,1,0,Christopher Meloni
0,1,0,Albert W. Gilchrist
0,1,0,Fuller Warren
0,1,0,Brad Owen
0,0,1,Shauna Singh Baldwin
0,1,0,Ana Matronic
0,1,0,Floyd Crosby
0,1,0,Felipe Alfau
0,0,0,Craig Ziadie
0,1,0,Henry Lloyd
0,1,1,Feodor Chaliapin Jr.
0,0,1,Mark Foo
0,0,0,Chris Noth
0,1,1,Robert Fogel
0,1,0,Jim Costa
1,0,0,Tony Sanneh
0,1,0,Jim Elliot
0,1,0,Brandon Prideaux
0,0,1,Gen Fukunaga
0,1,0,Anthony Hecht
0,0,0,Melissa Fumero
0,1,0,Phillips Brooks
0,1,0,John Salazar
0,1,1,Warrel Dane
0,0,1,Fouad Ajami
0,0,0,Jay Sarno
1,0,0,Ahmir K. Thompson
0,0,0,Bebel Gilberto
0,1,0,Ona Munson
0,1,0,Warren Anderson
0,1,0,Dann Florek
0,1,0,Betsy Palmer
0,0,0,Betsy Bloomingdale
0,0,0,Walt Frazier
1,1,0,Bijou Phillips
0,1,0,Dan Lungren
0,1,0,Samuel Adler
0,1,0,Troy Dayak
0,1,0,Marcel Breuer
0,1,0,Max Weinreich
0,1,0,Jeff Cassar
0,1,0,James Logan
0,1,0,Frank Stallone
0,1,0,Leon Fleisher
0,1,1,Nicholas von Hoffman
0,1,0,Carolyn Forché
0,1,1,Jason Scott
0,1,0,Sidney Shachnow
0,1,1,Max Shulman
0,0,1,Yefim Bronfman
0,1,0,Dorothy Bush Koch
0,0,0,Giselle Fernández
0,1,0,Eleanor Arnason
0,1,1,George Axelrod
0,1,0,Jerry Juhl
0,1,1,Felix S. Cohen
1,0,0,Richard Dent
0,0,0,Vili Fualaau
0,1,0,David McCullough
0,1,1,David Cohen
0,1,0,Otto Kerner Jr.
0,1,0,Gregg Karukas
0,0,0,Constance Baker Motley
0,1,0,Josephine St. Pierre Ruffin
0,1,0,Nick Galifianakis
0,0,0,Adolfo Larrue Martínez III
0,1,0,Lewis Morris
0,1,0,Lecy Goranson
0,1,0,Andrew G. Vajna
0,0,0,Jeffrey Michael Haynes
0,1,0,Toomas Hendrik Ilves
0,1,0,Andrew H. Hamilton
0,1,0,Brad Bird
0,1,0,Bernardine Dohrn
1,1,0,Mia Tyler
0,1,0,John Dykstra
0,1,0,Candy Candido
0,0,0,Piermaria Oddone
0,1,0,David Ausubel
0,1,0,Samuel Alito
0,1,0,Bruce Tognazzini
0,1,0,Clay Bellinger
0,1,0,James Smith
0,1,0,Paul Weitz
0,1,1,Brian Schweitzer
0,1,0,John Hickenlooper
0,1,0,Samuel Clesson Allen
0,1,0,Scott Herren
0,1,0,Michael Kupperman
0,0,0,Soledad O'Brien
0,1,0,Laud Humphreys
0,1,0,Anthony O. Calabrese
0,1,0,William Henry
0,1,0,Jonathan Tucker
0,1,0,Michael Bennett
0,0,1,Chai Vang
0,1,0,Melania Trump
0,1,0,John B. Floyd
0,1,0,Richard Marcinko
0,1,0,Edward D. Taussig
0,1,0,Alex Band
0,0,1,Anand Lal Shimpi
0,1,0,John Vasconcellos
0,1,0,Seymour Benzer
0,1,0,Edward Vrdolyak
0,1,0,Jennifer Lynch
0,1,0,Ivan A. Getting
0,1,0,Ernest Nagel
0,0,0,Jordan Knight
0,0,0,Jane Rolfe
0,1,0,Billy DeBeck
0,1,0,Sally Taylor
0,0,0,Jacqueline Obradors
0,1,0,Fred Couples
0,1,0,Edward Lindberg
1,0,0,Errol Barnett
0,1,1,Ariana Jollee
0,1,0,Carlos Gutierrez
0,1,1,Ill Bill
0,1,0,Mischa Auer
0,1,0,George Tabori
0,1,1,Charlie Crist
0,1,0,John Drew Barrymore
0,1,0,Mickey Daniels
0,1,0,Tom Haller
0,0,1,Jay Greenberg
1,0,0,Tony Gonzalez
0,1,0,Ana Marie Cox
0,0,1,Nguyen Huu Chanh
0,1,0,Carl G. Bachmann
0,1,0,Wayne LaPierre
0,1,0,Saul Steinberg
0,1,0,George Morgan
0,1,0,Anthony Fauci
0,1,0,Dorothy DeBorba
0,0,1,Ravi Zacharias
0,0,1,Bob Said
0,1,0,Leroy F. Aarons
0,1,0,Tamara Hareven
0,1,0,Stephen Friedman
0,1,0,Mildred Dresselhaus
0,1,0,Hopkins L. Turney
0,1,0,Alexander O. Anderson
0,1,1,Richard Hagopian
0,0,0,Judy Kuhn
0,0,1,Stanley Praimnath
0,1,0,David T. Patterson
0,1,1,Dave Schultz
0,0,0,Adam Parfrey
0,1,1,Paul Motian
0,1,1,Jane Wiedlin
0,1,1,Bob Kevoian
0,0,0,Griffin Dunne
0,1,0,Elias Kane
0,1,0,Cliff Martinez
0,1,1,Abraham Goldfaden
1,1,0,Steve Oedekerk
0,1,0,Steve Austria
0,1,0,Richard Tucker
0,1,0,Steve Cohen
0,1,0,Joe Manchin
0,1,1,Zina Bethune
0,1,0,Victor Ninov
0,1,0,Stacy Haiduk
0,1,1,Brian Urlacher
0,1,0,Carl Pohlad
0,1,1,Abner Mikva
0,1,1,Eddie Stanky
0,1,0,Joseph Wapner
0,1,1,Sol Price
0,1,0,Sunny Garcia
0,1,0,J Harlen Bretz
0,0,0,Donald M. Fraser
0,1,0,Clarence Walton Lillehei
0,1,0,Stephen Hillenburg
0,1,0,David Kozlowski
0,1,0,Raymond Thomas Rybak Jr.
0,1,0,Gil Santos
0,0,1,Nguyễn Xuân Ngãi
0,1,0,Bob Ctvrtlik
0,0,0,Barry Pepper
0,1,0,Bernie Kosar
0,0,0,Troy Polamalu
0,1,0,Henry Foss
0,1,0,Bobby Holík
0,1,1,John Mirak
0,1,0,Howard Buffett
0,1,0,Bill Vukovich
0,1,0,Fred Norris
0,1,0,Bruce Glover
0,1,0,Mike Holmgren
0,1,0,Sono Osato
0,1,0,Eric Erickson
0,1,0,Brian Cashman
0,1,0,Armand Assante
0,1,0,Clarence White
0,1,1,Jan Peerce
0,1,0,James Truslow Adams
0,1,0,Tom Adams
0,1,0,Ed Viesturs
0,1,1,Jacob Pavlovich Adler
0,1,0,Julius Ochs Adler
0,1,0,Peter Herman Adler
0,0,0,America Ferrera
0,1,0,Sufjan Stevens
0,1,0,Erich S. Gruen
0,1,0,Margot Kidder
0,1,0,Carl Drega
0,0,0,Stefanie Powers
0,1,0,Nick Sakiewicz
0,1,0,Art Agnos
0,1,0,Samuel L. Gouverneur
0,0,1,Jimmy Lee
0,1,0,Gerard Schwarz
0,0,1,Kaiser Kuo
0,1,0,George Hennard
0,1,0,Ben Rich
0,1,0,Adam Keefe Horovitz
0,1,0,David Silveria
0,1,0,Herbert A. Hauptman
0,1,0,Paul Moravec
1,1,0,Grayson Hall
0,1,0,Helen Shiller
0,1,0,André Watts
0,0,1,Tamlyn Tomita
0,0,0,Felix Z. Longoria Jr.
0,0,1,Kevin Eltife
0,1,0,Charles J. Chaput
1,0,0,Kabeer Gbaja-Biamila
0,0,0,Fernando Viña
0,1,0,George Gekas
0,1,1,Susan Cabot
0,0,1,Shawn Daivari
0,1,0,Harry V. Jaffa
0,0,1,Nguyen Huy Dau
0,1,0,Stephen Ailes
0,0,1,Abdulaziz Sachedina
0,1,1,Tantek Çelik
0,1,0,Angelo Bertelli
0,1,0,Alan Ameche
0,1,0,Lyle Alzado
0,1,1,Ralph Asher Alpher
0,1,0,Morris Halle
0,1,0,Perry Belmont
0,1,0,Jon Huntsman Jr.
0,1,0,Joseph Funk
0,1,0,Samuel H. Shapiro
0,1,0,Kara DioGuardi
0,0,0,Lisa Vidal
0,1,0,Helen Delich Bentley
0,1,0,Wayne Chrebet
0,1,0,John Huarte
0,1,1,Mark Geragos
0,1,0,Ted Kluszewski
0,1,0,George Argyros
0,1,0,Charles W. Morgan
0,0,0,Roger Sanchez
0,1,0,Eugene Garfield
0,1,0,Mae Schunk
0,1,0,Charles Bluhdorn
0,1,0,Terri Lynn Land
1,0,0,Saïd Taghmaoui
0,1,0,Allen Klein
0,0,1,Braj Kachru
0,0,1,Sendhil Mullainathan
0,1,0,Drew Gooden
0,0,1,Fazlur Rahman Khan
0,0,0,Al Williamson
0,1,0,Michael De Luca
0,0,1,Bow-sim Mark
0,0,1,Agha Shahid Ali
0,1,0,John Karlen
0,1,0,Vinny Appice
0,1,0,Randy California
0,0,0,Hubert Harrison
0,1,0,Hans Kelsen
0,1,0,Maksimilijan Vanka
0,0,0,Arnold Josiah Ford
0,1,0,Tom Barrett
0,1,0,Jean Hagen
0,1,0,William Duer
0,1,0,William Alexander Duer
0,1,0,Lewis Ginter
0,1,0,Michael Angelo Batio
0,1,0,Kristen Bell
0,1,1,Eric Foner
0,1,0,Fritz Feld
0,1,1,Benjamin Agosto
0,1,0,Charles Grafly
0,1,0,Jesse Chisholm
0,1,0,Jim Calhoun
0,1,0,Kris Jenkins
0,1,1,Paul A. Baran
0,1,0,Maria Bartiromo
0,1,1,Lili Chookasian
0,1,0,Barry Alvarez
0,1,0,Philip Bobbitt
0,1,0,Yvon Chouinard
0,1,1,Bertrand Halperin
0,1,0,Todd Marinovich
0,1,0,Jason Acuña
0,1,0,Jim Harbaugh
0,1,0,Jason Gould
0,1,0,Steponas Darius
0,1,0,Stasys Girėnas
0,1,1,Hughes brothers
0,1,1,Eddie Leonski
0,1,0,Dan Fogelberg
0,1,0,Bob Golic
0,1,0,Thomas Cech
0,1,0,Junior Johnson
1,0,0,Jenette Goldstein
0,1,0,Peter Frelinghuysen Jr.
0,1,1,Charlene Barshefsky
0,1,0,Richard DeVos
0,1,0,Dan Majerle
0,1,0,Emperor Rosko
0,0,0,Rachel Maddow
0,1,0,Tony Anselmo
0,1,0,Gloria Loring
0,1,1,Samuel Irving Newhouse Jr.
0,1,1,Robert Pritzker
0,1,1,Thomas Pritzker
0,1,0,Eli Broad
0,0,1,Shari Arison
0,1,0,George Kaiser
0,0,0,Bebe Rebozo
0,1,0,Alexandra Isles
0,1,0,Erika Christensen
0,0,0,Jeph Loeb
0,1,0,Edouard Izac
0,1,0,Joe Klecko
0,1,0,Kateryna Yushchenko
0,1,0,Vicki Baum
0,0,1,Gil Shaham
0,1,0,Jon Heder
0,1,0,Lester Crown
0,1,0,John Menard Jr.
0,1,0,Leonard Lauder
0,1,0,Symphony Sid
0,1,0,John Riggins
0,1,0,Jackie Stallone
0,1,0,Adolph Rupp
0,1,0,Steve Carell
0,1,0,Pawlo Humeniuk
1,0,0,Roland Hayes
0,1,0,Patricia Ann Soul
0,1,0,Tom Ammiano
0,1,1,Eydie Gormé
0,1,0,José Antonio Navarro
0,1,0,Buddy Baer
0,1,0,Cara Zavaleta
0,1,0,Robert Alda
